id,fact_id,variant_id,template_id,bank,chapter,verse_or_page,source_span,type,difficulty,topic,context_anchor,question,options,correct_option,correct_answer,accepted_answers,answer_mode,explanation,why_distractors_fail,source_quote,trap_type,blind_final_pool,validation_status,incorrect_detail,correction
DAN9-0275,DAN9-V12-S01-F04,DAN9-V12-S01-F04-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,DANIEL1-12,DAN9,"20, Daniel 9:12","Y él ha cumplido la palabra que habló contra nosotros y contra nuestros jefes que nos gobernaron, trayendo sobre nosotros tan gran mal",true_false,hard,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:12)",Y él ha cumplido la palabra que habló contra nosotros y contra nuestros jefes,"Según 20, Daniel 9:12, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:12), determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «naciones y lenguas». Afirmación: «Y él ha cumplido la palabra que habló contra nosotros y contra nuestros ⟦naciones y lenguas⟧ gobernaron, trayendo sobre nosotros tan gran mal»","[""Verdadero"", ""Falso""]",1,Falso,"[""Falso""]",exact_text,"Solo se alteró «jefes que nos» por «naciones y lenguas». La corrección exacta es: «Y él ha cumplido la palabra que habló contra nosotros y contra nuestros jefes que nos gobernaron, trayendo sobre nosotros tan gran mal»","{""Verdadero"": ""El pasaje dice «jefes que nos», no «naciones y lenguas».""}","contra nosotros y contra nuestros jefes que nos gobernaron, trayendo sobre nosotros tan gran mal",close_detail,False,verified,naciones y lenguas,"Y él ha cumplido la palabra que habló contra nosotros y contra nuestros jefes que nos gobernaron, trayendo sobre nosotros tan gran mal"
DAN9-0276,DAN9-V12-S02-F04,DAN9-V12-S02-F04-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN9,"20, Daniel 9:12",pues nunca fue hecho debajo del cielo nada semejante a lo que se ha hecho contra Jerusalén.,multiple_choice,medium,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:12)",pues nunca fue hecho debajo del cielo nada semejante a lo que se ha,"Según 20, Daniel 9:12, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:12), ¿qué opción completa correctamente el detalle señalado? Marco: «pues nunca fue hecho debajo del cielo [DETALLE] a lo que se ha hecho contra Jerusalén.»","[""Vendrá sin aviso"", ""tomará el reino"", ""fuerzas enemigas serán"", ""nada semejante""]",3,nada semejante,"[""nada semejante""]",exact_text,"«nada semejante» completa el dato de 20, Daniel 9:12. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""Vendrá sin aviso"": ""Es un dato de 24, Daniel 11:21; no completa el marco de 20, Daniel 9:12."", ""tomará el reino"": ""Es un dato de 24, Daniel 11:21; no completa el marco de 20, Daniel 9:12."", ""fuerzas enemigas serán"": ""Es un dato de 24, Daniel 11:22; no completa el marco de 20, Daniel 9:12.""}",fue hecho debajo del cielo nada semejante a lo que se ha hecho contra,close_detail,False,verified,,
DAN9-0277,DAN9-V13-S02-F04,DAN9-V13-S02-F04-FILL-CONTEXT-V1-01,fill-context-v1,DANIEL1-12,DAN9,"20, Daniel 9:13","pero no hemos implorado el favor de Jehová, nuestro Dios, y no nos hemos convertido de nuestras maldades ni entendido tu verdad.",fill_blank,hard,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:13)",pero no hemos implorado el favor de Jehová nuestro Dios y no nos hemos,"Según 20, Daniel 9:13, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:13), complete con la expresión exacta del PDF: «pero no hemos implorado el favor de Jehová, nuestro Dios, y no nos hemos convertido de nuestras _____ tu verdad.»","[""maldades ni entendido"", ""tomará el reino"", ""fuerzas enemigas serán"", ""barridas delante""]",0,maldades ni entendido,"[""maldades ni entendido""]",exact_text,La expresión omitida es «maldades ni entendido»; el respaldo breve dice: «nos hemos convertido de nuestras maldades ni entendido tu verdad».,"{""tomará el reino"": ""«tomará el reino» procede de 24, Daniel 11:21, no del espacio exacto solicitado."", ""fuerzas enemigas serán"": ""«fuerzas enemigas serán» procede de 24, Daniel 11:22, no del espacio exacto solicitado."", ""barridas delante"": ""«barridas delante» procede de 24, Daniel 11:22, no del espacio exacto solicitado.""}",nos hemos convertido de nuestras maldades ni entendido tu verdad,close_detail,False,verified,,
DAN9-0278,DAN9-V14-S01-F04,DAN9-V14-S01-F04-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN9,"20, Daniel 9:14","Por tanto, Jehová veló sobre el mal y lo trajo sobre nosotros",multiple_choice,expert,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:14)",Por tanto Jehová veló sobre el mal y lo trajo sobre nosotros,"Según 20, Daniel 9:14, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:14), ¿qué opción completa correctamente el detalle señalado? Marco: «Por [DETALLE], Jehová veló sobre el mal y lo trajo sobre nosotros»","[""hecho"", ""tanto"", ""sueño"", ""venir""]",1,tanto,"[""tanto""]",exact_text,"«tanto» completa el dato de 20, Daniel 9:14. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""hecho"": ""Es un dato de 5, Daniel 2:28; no completa el marco de 20, Daniel 9:14."", ""sueño"": ""Es un dato de 5, Daniel 2:28; no completa el marco de 20, Daniel 9:14."", ""venir"": ""Es un dato de 6, Daniel 2:29; no completa el marco de 20, Daniel 9:14.""}","Por tanto, Jehová veló sobre el mal y lo",true_elsewhere,False,verified,,
DAN9-0279,DAN9-V14-S02-F04,DAN9-V14-S02-F04-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,DANIEL1-12,DAN9,"20, Daniel 9:14","porque justo es Jehová, nuestro Dios, en todas sus obras que ha hecho, y nosotros no obedecimos a su voz.",true_false,hard,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:14)",porque justo es Jehová nuestro Dios en todas sus obras que ha hecho y,"Según 20, Daniel 9:14, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:14), determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «nuestro Dios». Afirmación: «porque justo es Jehová, ⟦nuestro Dios⟧, en todas sus obras que ha hecho, y nosotros no obedecimos a su voz.»","[""Verdadero"", ""Falso""]",0,Verdadero,"[""Verdadero""]",exact_text,"El detalle marcado coincide con el PDF: «porque justo es Jehová, nuestro Dios, en todas sus obras que ha hecho».","{""Falso"": ""El detalle marcado reproduce la fuente sin alteración.""}","porque justo es Jehová, nuestro Dios, en todas sus obras que ha hecho",close_detail,False,verified,,
DAN9-0280,DAN9-V15-S01-F04,DAN9-V15-S01-F04-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN9,"20, Daniel 9:15","”Ahora pues, Señor, Dios nuestro, que sacaste a tu pueblo de la tierra de Egipto con mano poderosa y te hiciste renombre cual lo tienes hoy, hemos pecado, hemos actuado impíamente.",multiple_choice,medium,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:15)",Ahora pues Señor Dios nuestro que sacaste a tu pueblo de la tierra de,"Según 20, Daniel 9:15, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:15), ¿qué opción completa correctamente el detalle señalado? Marco: «”Ahora pues, Señor, Dios nuestro, que sacaste a tu pueblo de la tierra de Egipto con mano [DETALLE] hiciste renombre cual lo tienes hoy, hemos pecado, hemos actuado impíamente.»","[""príncipe del pacto"", ""después del pacto"", ""poderosa y te"", ""subirá y saldrá""]",2,poderosa y te,"[""poderosa y te""]",exact_text,"«poderosa y te» completa el dato de 20, Daniel 9:15. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""príncipe del pacto"": ""Es un dato de 24, Daniel 11:22; no completa el marco de 20, Daniel 9:15."", ""después del pacto"": ""Es un dato de 24, Daniel 11:23; no completa el marco de 20, Daniel 9:15."", ""subirá y saldrá"": ""Es un dato de 24, Daniel 11:23; no completa el marco de 20, Daniel 9:15.""}","tierra de Egipto con mano poderosa y te hiciste renombre cual lo tienes hoy, hemos",close_detail,False,verified,,
DAN9-0281,DAN9-V16-S01-F04,DAN9-V16-S01-F04-FILL-CONTEXT-V1-01,fill-context-v1,DANIEL1-12,DAN9,"20, Daniel 9:16","Señor, conforme a todos tus actos de justicia, apártese ahora tu ira y tu furor de sobre tu ciudad Jerusalén, tu santo monte",fill_blank,hard,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:16)",Señor conforme a todos tus actos de justicia apártese ahora tu ira y tu,"Según 20, Daniel 9:16, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:16), complete con la expresión exacta del PDF: «Señor, conforme a todos tus actos de justicia, apártese ahora tu ira y tu furor de sobre tu ciudad Jerusalén, _____»","[""después del pacto"", ""subirá y saldrá"", ""vencedor con poca"", ""tu santo monte""]",3,tu santo monte,"[""tu santo monte""]",exact_text,"La expresión omitida es «tu santo monte»; el respaldo breve dice: «de sobre tu ciudad Jerusalén, tu santo monte».","{""después del pacto"": ""«después del pacto» procede de 24, Daniel 11:23, no del espacio exacto solicitado."", ""subirá y saldrá"": ""«subirá y saldrá» procede de 24, Daniel 11:23, no del espacio exacto solicitado."", ""vencedor con poca"": ""«vencedor con poca» procede de 24, Daniel 11:23, no del espacio exacto solicitado.""}","de sobre tu ciudad Jerusalén, tu santo monte",close_detail,False,verified,,
DAN9-0282,DAN9-V16-S02-F04,DAN9-V16-S02-F04-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN9,"20, Daniel 9:16","porque a causa de nuestros pecados y por la maldad de nuestros padres, Jerusalén y tu pueblo son el oprobio de todos los que nos rodean.",multiple_choice,expert,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:16)",porque a causa de nuestros pecados y por la maldad de nuestros padres Jerusalén,"Según 20, Daniel 9:16, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:16), ¿qué opción completa correctamente el detalle señalado? Marco: «porque a causa de nuestros pecados y por la maldad de nuestros padres, Jerusalén y [DETALLE] el oprobio de todos los que nos rodean.»","[""tu pueblo son"", ""subirá y saldrá"", ""vencedor con poca"", ""Estando la provincia""]",0,tu pueblo son,"[""tu pueblo son""]",exact_text,"«tu pueblo son» completa el dato de 20, Daniel 9:16. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""subirá y saldrá"": ""Es un dato de 24, Daniel 11:23; no completa el marco de 20, Daniel 9:16."", ""vencedor con poca"": ""Es un dato de 24, Daniel 11:23; no completa el marco de 20, Daniel 9:16."", ""Estando la provincia"": ""Es un dato de 24, Daniel 11:24; no completa el marco de 20, Daniel 9:16.""}","de nuestros padres, Jerusalén y tu pueblo son el oprobio de todos los que nos",true_elsewhere,False,verified,,
DAN9-0283,DAN9-V17-S01-F04,DAN9-V17-S01-F04-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,DANIEL1-12,DAN9,"20, Daniel 9:17","Ahora pues, Dios nuestro, oye la oración y los ruegos de tu siervo, y haz que tu rostro resplandezca sobre tu santuario asolado, por amor del Señor.",true_false,hard,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:17)",Ahora pues Dios nuestro oye la oración y los ruegos de tu siervo y,"Según 20, Daniel 9:17, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:17), determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «vencedor con poca». Afirmación: «Ahora pues, Dios nuestro, oye la oración y los ruegos de tu siervo, y haz que ⟦vencedor con poca⟧ sobre tu santuario asolado, por amor del Señor.»","[""Verdadero"", ""Falso""]",1,Falso,"[""Falso""]",exact_text,"Solo se alteró «tu rostro resplandezca» por «vencedor con poca». La corrección exacta es: «Ahora pues, Dios nuestro, oye la oración y los ruegos de tu siervo, y haz que tu rostro resplandezca sobre tu santuario asolado, por amor del Señor.»","{""Verdadero"": ""El pasaje dice «tu rostro resplandezca», no «vencedor con poca».""}","tu siervo, y haz que tu rostro resplandezca sobre tu santuario asolado, por amor del",close_detail,False,verified,vencedor con poca,"Ahora pues, Dios nuestro, oye la oración y los ruegos de tu siervo, y haz que tu rostro resplandezca sobre tu santuario asolado, por amor del Señor."
DAN9-0284,DAN9-V18-S03-F04,DAN9-V18-S03-F04-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN9,"20, Daniel 9:18","porque no elevamos nuestros ruegos ante ti confiados en nuestras justicias, sino en tus muchas misericordias.",multiple_choice,medium,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:18)",porque no elevamos nuestros ruegos ante ti confiados en nuestras justicias sino en tus,"Según 20, Daniel 9:18, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:18), ¿qué opción completa correctamente el detalle señalado? Marco: «porque no elevamos nuestros ruegos ante ti confiados en nuestras [DETALLE], sino en tus muchas misericordias.»","[""otros"", ""justicias"", ""muchachos"", ""ciencias""]",1,justicias,"[""justicias""]",exact_text,"«justicias» completa el dato de 20, Daniel 9:18. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""otros"": ""Es un dato de 3, Daniel 1:15; no completa el marco de 20, Daniel 9:18."", ""muchachos"": ""Es un dato de 3, Daniel 1:17; no completa el marco de 20, Daniel 9:18."", ""ciencias"": ""Es un dato de 3, Daniel 1:17; no completa el marco de 20, Daniel 9:18.""}","ante ti confiados en nuestras justicias, sino en tus muchas misericordias",close_detail,False,verified,,
DAN9-0285,DAN9-V01-S01-F01,DAN9-V01-S01-F01-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,DANIEL1-12,DAN9,"20, Daniel 9:1","«En el primer año de Darío hijo de Asuero, de la nación de los medos, que vino a ser rey sobre el reino de los caldeos,",true_false,hard,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:1)",En el primer año de Darío hijo de Asuero de la nación de los,"Según 20, Daniel 9:1, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:1), determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «Asuero». Afirmación: ««En el primer año de Darío hijo de ⟦Asuero⟧, de la nación de los medos, que vino a ser rey sobre el reino de los caldeos,»","[""Verdadero"", ""Falso""]",0,Verdadero,"[""Verdadero""]",exact_text,"El detalle marcado coincide con el PDF: «año de Darío hijo de Asuero, de la nación de los medos, que».","{""Falso"": ""El detalle marcado reproduce la fuente sin alteración.""}","año de Darío hijo de Asuero, de la nación de los medos, que",close_detail,False,verified,,
DAN9-0286,DAN9-V02-S01-F01,DAN9-V02-S01-F01-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,DANIEL1-12,DAN9,"20, Daniel 9:2","en el primer año de su reinado, yo, Daniel, miré atentamente en los libros el número de los años de que habló Jehová al profeta Jeremías, en los que habían de cumplirse las desolaciones de Jerusalén: setenta años.",true_false,expert,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:2)",en el primer año de su reinado yo Daniel miré atentamente en los libros,"Según 20, Daniel 9:2, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:2), determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «Anciano». Afirmación: «en el primer año de su reinado, yo, Daniel, miré atentamente en los libros el número de los años de que habló Jehová al profeta Jeremías, en los que habían de cumplirse las desolaciones de ⟦Anciano⟧: setenta años.»","[""Verdadero"", ""Falso""]",1,Falso,"[""Falso""]",exact_text,"Solo se alteró «Jerusalén» por «Anciano». La corrección exacta es: «en el primer año de su reinado, yo, Daniel, miré atentamente en los libros el número de los años de que habló Jehová al profeta Jeremías, en los que habían de cumplirse las desolaciones de Jerusalén: setenta años.»","{""Verdadero"": ""El pasaje dice «Jerusalén», no «Anciano».""}",de cumplirse las desolaciones de Jerusalén: setenta años,close_detail,False,verified,Anciano,"en el primer año de su reinado, yo, Daniel, miré atentamente en los libros el número de los años de que habló Jehová al profeta Jeremías, en los que habían de cumplirse las desolaciones de Jerusalén: setenta años."
